INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,1,2025-01-27,2,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1129.02,DAM,93
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,1,2025-01-27,3,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1125.6,DAM,93
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,1,2025-01-27,5,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1214.59,DAM,93
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,1,2025-01-27,10,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1574.9,DAM,93
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,1,2025-01-27,17,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1460.79,DAM,93
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,1,2025-01-27,22,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1376.38,DAM,93
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,1,2025-01-27,23,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1282.07,DAM,93
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,1,2025-01-27,6,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1314.4,DAM,93
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,1,2025-01-27,8,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1568.35,DAM,93
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,1,2025-01-27,9,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1591.28,DAM,93
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,1,2025-01-27,4,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1154.02,DAM,93
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1545.17,DAM,93
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1417.67,DAM,93
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,1,2025-01-27,21,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1441.63,DAM,93
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,1,2025-01-27,3,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1968.74,DAM,94
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,1,2025-01-27,4,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1939.85,DAM,94
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,1,2025-01-27,22,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2452.38,DAM,94
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,1,2025-01-27,1,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2103.56,DAM,94
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,1,2025-01-27,24,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2142.87,DAM,94
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,1,2025-01-27,17,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2433.77,DAM,94
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,1,2025-01-27,13,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1790.67,DAM,94
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1947.03,DAM,94
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1994.02,DAM,94
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,1,2025-01-27,5,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1983.08,DAM,94
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,1,2025-01-27,23,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2275.46,DAM,94
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,1,2025-01-27,21,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2551.14,DAM,94
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,1,2025-01-27,18,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2692.48,DAM,94
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,1,2025-01-27,10,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2173.62,DAM,94
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,1,2025-01-27,7,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2384.16,DAM,94
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,1,2025-01-27,9,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2384.53,DAM,94
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,1,2025-01-27,8,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2512.06,DAM,94
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,1,2025-01-27,6,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2128.68,DAM,94
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,1,2025-01-27,19,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2712.31,DAM,94
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,1,2025-01-27,12,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1843.89,DAM,94
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,1,2025-01-27,2,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2044.47,DAM,94
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,1,2025-01-27,20,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2640.53,DAM,94
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,1,2025-01-27,16,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2167.61,DAM,94
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,1,2025-01-27,14,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1822.73,DAM,94
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,1,2025-01-27,5,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3404.67,DAM,95
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,1,2025-01-27,1,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2975.77,DAM,95
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,1,2025-01-27,21,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3609.73,DAM,95
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3032.15,DAM,95
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,1,2025-01-27,9,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3630.21,DAM,95
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3343.77,DAM,95
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,1,2025-01-27,22,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3459.03,DAM,95
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,1,2025-01-27,18,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3601.54,DAM,95
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,1,2025-01-27,19,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3658.45,DAM,95
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,1,2025-01-27,14,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3050.06,DAM,95
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,1,2025-01-27,4,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3147.21,DAM,95
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,1,2025-01-27,7,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3912.73,DAM,95
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,1,2025-01-27,6,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3759.03,DAM,95
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,1,2025-01-27,3,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3011.49,DAM,95
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,1,2025-01-27,10,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3480.09,DAM,95
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,1,2025-01-27,24,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3214.38,DAM,95
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,1,2025-01-27,20,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3652.34,DAM,95
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,1,2025-01-27,2,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2965.62,DAM,95
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,1,2025-01-27,17,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3362.68,DAM,95
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,1,2025-01-27,12,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3224.6,DAM,95
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,1,2025-01-27,8,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3804.13,DAM,95
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,1,2025-01-27,13,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3121.3,DAM,95
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,1,2025-01-27,16,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3121.11,DAM,95
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,1,2025-01-27,23,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3301.71,DAM,95
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,1,2025-01-27,6,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1360.35,DAM,96
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,1,2025-01-27,18,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1352.26,DAM,96
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,1,2025-01-27,17,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1260.11,DAM,96
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,1,2025-01-27,21,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1291.35,DAM,96
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,1,2025-01-27,9,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1196.74,DAM,96
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,1,2025-01-27,24,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1127.22,DAM,96
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,1,2025-01-27,2,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1066.51,DAM,96
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,1,2025-01-27,5,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1235.54,DAM,96
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,1,2025-01-27,7,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1450.68,DAM,96
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,1,2025-01-27,19,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1354.2,DAM,96
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,1,2025-01-27,20,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1332.94,DAM,96
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,1,2025-01-27,4,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1140.52,DAM,96
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,1,2025-01-27,14,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,940.6,DAM,96
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,1,2025-01-27,12,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,939.31,DAM,96
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,1,2025-01-27,16,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1108.11,DAM,96
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,1,2025-01-27,23,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1161.44,DAM,96
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,1,2025-01-27,1,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1057.36,DAM,96
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,1,2025-01-27,22,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1227.62,DAM,96
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,975.55,DAM,96
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,1,2025-01-27,3,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1089.38,DAM,96
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,1,2025-01-27,8,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1368.01,DAM,96
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,1,2025-01-27,13,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,929.41,DAM,96
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,991.78,DAM,96
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,1,2025-01-27,10,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1053.12,DAM,96
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,1,2025-01-27,5,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,257.15,DAM,97
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,1,2025-01-27,9,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,316.44,DAM,97
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,1,2025-01-27,17,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,290.08,DAM,97
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,1,2025-01-27,22,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,300.84,DAM,97
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,1,2025-01-27,7,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,307.61,DAM,97
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,282.78,DAM,97
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,1,2025-01-27,13,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,263.5,DAM,97
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,265.25,DAM,97
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,1,2025-01-27,18,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,312.19,DAM,97
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,1,2025-01-27,19,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,318.87,DAM,97
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,1,2025-01-27,1,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,247.74,DAM,97
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,1,2025-01-27,3,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,243.79,DAM,97
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,1,2025-01-27,8,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,324.13,DAM,97
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,1,2025-01-27,10,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,299.3,DAM,97
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,1,2025-01-27,14,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,262.63,DAM,97
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,1,2025-01-27,16,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,273.99,DAM,97
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,1,2025-01-27,12,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,270.11,DAM,97
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,1,2025-01-27,20,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,315.79,DAM,97
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,1,2025-01-27,24,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,274.25,DAM,97
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,1,2025-01-27,2,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,244.79,DAM,97
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,1,2025-01-27,6,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,276.43,DAM,97
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,1,2025-01-27,4,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,247.53,DAM,97
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,1,2025-01-27,21,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,310.92,DAM,97
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,1,2025-01-27,23,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,286.98,DAM,97
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,1,2025-01-27,6,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,658.72,DAM,98
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,1,2025-01-27,3,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,577.76,DAM,98
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,1,2025-01-27,14,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,706.17,DAM,98
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,1,2025-01-27,1,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,592.93,DAM,98
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,1,2025-01-27,8,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,779.68,DAM,98
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,1,2025-01-27,13,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,727.91,DAM,98
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,1,2025-01-27,17,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,690.42,DAM,98
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,1,2025-01-27,24,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,616,DAM,98
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,1,2025-01-27,21,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,739.5,DAM,98
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,1,2025-01-27,4,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,586.25,DAM,98
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,761.82,DAM,98
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,1,2025-01-27,20,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,754.38,DAM,98
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,1,2025-01-27,23,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,666.47,DAM,98
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,1,2025-01-27,2,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,579.11,DAM,98
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,1,2025-01-27,5,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,610.2,DAM,98
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,1,2025-01-27,12,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,742.54,DAM,98
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,689.07,DAM,98
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,1,2025-01-27,16,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,680.63,DAM,98
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,1,2025-01-27,19,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,759.63,DAM,98
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,1,2025-01-27,22,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,711.3,DAM,98
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,1,2025-01-27,10,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,785.26,DAM,98
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,1,2025-01-27,9,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,800,DAM,98
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,1,2025-01-27,18,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,731.56,DAM,98
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,1,2025-01-27,7,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,726.33,DAM,98
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,1,2025-01-27,14,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,83.31,DAM,99
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,1,2025-01-27,15,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,82.76,DAM,99
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,1,2025-01-27,19,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,99.86,DAM,99
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,1,2025-01-27,13,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,83.01,DAM,99
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,1,2025-01-27,11,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,89.13,DAM,99
